path,language,start,end,word
datasets\Corpus\adult\audio\test_split\AD13028.wav,other,1.456,1.679,کے
datasets\Corpus\adult\audio\test_split\AD13028.wav,other,1.699,2.144,لوگ
datasets\Corpus\adult\audio\test_split\AD13028.wav,other,2.164,2.791,کافی
datasets\Corpus\adult\audio\test_split\AD13028.wav,other,2.811,3.539,اچھے
datasets\Corpus\adult\audio\test_split\AD13028.wav,other,3.56,3.62,ہیں
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,0.0,0.161,डेश
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,0.181,0.482,राजमा
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,0.502,0.663,चावल
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,0.683,0.864,राजमा
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,0.884,1.044,चावल
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,1.065,1.386,काफी
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,1.406,2.37,पसंद
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,2.39,2.571,है
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,2.591,2.671,और
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,2.691,3.856,अपार्ट
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,3.876,5.383,फ्रॉम
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,5.443,5.624,देट
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,5.644,5.985,मिनट
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,6.347,7.03,साइड
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,7.05,7.391,लाइक
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,7.411,7.974,स्वीट्स
datasets\Corpus\adult\audio\test_split\AD13034.wav,hi,8.114,9.44,ऑल्सों
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,0.0,0.383,What
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,0.464,0.544,is
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,0.565,0.726,your
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,0.766,1.089,favorite
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,1.129,1.593,destination
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,1.654,1.815,for
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,1.875,1.956,the
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,1.996,2.38,holiday?
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,2.964,3.166,Why
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,3.206,3.428,do
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,3.468,3.69,you
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,3.973,4.194,like
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,4.416,4.578,that
datasets\Corpus\adult\audio\test_split\AD13035.wav,en,4.699,4.9,place?
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,0.0,0.283,so
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,0.324,0.708,favorite
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,0.749,1.436,destination
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,1.517,1.699,for
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,1.8,1.902,the
datasets\Corpus\adult\audio\test_split\AD13036.wav,en,1.942,3.54,holidays
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,0.0,0.342,इसे
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,0.403,0.906,सुनके
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,0.926,1.49,दोनों
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,1.55,1.711,ने
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,1.751,2.073,सोचा
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,2.114,2.295,कि
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,2.315,2.536,ये
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,2.556,3.583,उनका
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,3.603,4.469,नेक्स्ट
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,4.489,4.871,अडवेंचर
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,4.892,5.475,स्पोर्ट
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,5.516,5.636,हो
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,5.656,6.099,सकता
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,6.14,6.22,है
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,6.2,6.662,सो
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,6.683,7.065,चिंटू
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,7.125,7.326,और
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,7.346,7.688,राजू
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,7.708,7.809,ने
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,7.849,8.11,अपने
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,8.13,8.914,जोले
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,8.935,9.417,में
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,9.457,9.658,कुछ
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,9.679,10.262,स्नैक्स
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,10.282,10.402,और
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,10.422,10.784,पानी
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,10.865,11.187,पैक
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,11.267,11.649,किया
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,11.669,11.89,और
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,11.91,12.473,गुफा
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,12.493,12.674,के
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,12.695,13.056,तरफ
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,13.077,13.237,चल
datasets\Corpus\adult\audio\test_split\AD13040.wav,hi,13.278,13.74,दिये
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,0.0,0.161,इस
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,0.181,0.786,गुफा
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,0.826,0.987,का
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,1.007,1.35,राज
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,1.37,1.612,है
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,2.135,2.518,साथ
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,2.558,3.163,निभाना
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,3.404,3.485,और
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,3.505,3.545,एक
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,3.767,4.472,दूसरे
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,4.492,4.633,की
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,4.653,4.814,मदद
datasets\Corpus\adult\audio\test_split\AD13046.wav,hi,4.855,5.62,करना।
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,0.0,0.445,filled
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,0.506,0.668,with
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,0.729,0.83,the
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,0.871,1.438,mysterious
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,1.519,1.822,symbol
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,1.883,1.984,and
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,2.045,2.288,the
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,2.369,2.632,ancient
datasets\Corpus\adult\audio\test_split\AD13057.wav,en,2.754,3.3,drawings.
datasets\Corpus\adult\audio\test_split\AD13060.wav,en,0.0,0.396,They
datasets\Corpus\adult\audio\test_split\AD13060.wav,en,0.458,0.958,explored
datasets\Corpus\adult\audio\test_split\AD13060.wav,en,1.0,1.062,the
datasets\Corpus\adult\audio\test_split\AD13060.wav,en,1.208,1.375,old
datasets\Corpus\adult\audio\test_split\AD13060.wav,en,1.458,2.021,house.
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,0.0,0.383,कई
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,0.403,0.644,घंटों
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,0.665,0.826,के
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,0.846,1.571,अनुविश्ण
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,1.631,1.752,के
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,1.792,2.014,बाद
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,2.034,2.538,उन्हें
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,2.558,3.343,जंगल
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,3.363,3.504,के
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,3.565,3.887,मद्दे
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,3.927,4.27,में
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,4.33,4.793,स्तित
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,4.813,4.995,एक
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,5.015,5.317,महल
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,5.377,5.679,करता
datasets\Corpus\adult\audio\test_split\AD13063.wav,hi,5.72,5.78,है।
datasets\Corpus\adult\audio\test_split\AD13065.wav,en,0.0,0.347,the
datasets\Corpus\adult\audio\test_split\AD13065.wav,en,0.408,0.877,wizard
datasets\Corpus\adult\audio\test_split\AD13065.wav,en,0.958,1.427,welcoming
datasets\Corpus\adult\audio\test_split\AD13065.wav,en,1.468,2.12,them.
datasets\Corpus\adult\audio\test_split\AD13067.wav,en,0.0,0.327,Can
datasets\Corpus\adult\audio\test_split\AD13067.wav,en,0.348,0.47,you
datasets\Corpus\adult\audio\test_split\AD13067.wav,en,0.491,0.961,describe
datasets\Corpus\adult\audio\test_split\AD13067.wav,en,1.022,1.165,this
datasets\Corpus\adult\audio\test_split\AD13067.wav,en,1.308,1.86,image?
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.0,0.301,कि
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.321,0.462,में
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.482,0.562,भी
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.582,0.723,वह
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.743,0.903,सोच
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,0.923,1.024,रहा
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,1.044,1.325,है
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,1.425,1.485,कि
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,1.505,1.686,वह
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,1.706,2.228,कैसे
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,2.348,2.469,इस
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,2.489,3.332,रेगिस्थान
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,3.352,3.553,के
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,3.593,3.713,अंदर
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,3.733,3.874,आ
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,3.894,4.135,गया
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,4.155,5.239,और
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,5.259,5.64,अब
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,5.881,5.961,वह
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,5.981,6.383,क्या
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,6.724,7.125,करेगा
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,7.145,7.507,जिससे
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,8.229,8.37,वह
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,8.41,8.671,इस
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,8.771,9.695,रेगिस्थान
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,9.715,9.815,से
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,9.835,10.036,बाहर
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,10.056,10.196,निकल
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,10.236,10.437,सके
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,10.497,10.778,और
datasets\Corpus\adult\audio\test_split\AD13069.wav,hi,10.798,11.26,अपने
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,0.0,0.583,एक
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,0.663,1.125,दूसरी
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,1.145,1.346,में
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,1.366,1.467,जब
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,1.507,1.728,मेरे
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,1.748,2.19,सामनी
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,2.21,2.491,उसमें
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,2.511,2.632,दो
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,2.652,3.214,बच्चे
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,3.235,3.435,"हैं,"
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,4.018,4.44,दोनों
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,4.46,4.641,बच्चे
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,4.661,5.003,खाना
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,5.043,5.465,खा
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,5.485,5.666,रहे
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,6.409,6.57,"हैं,"
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,6.59,6.75,एक
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,6.77,7.212,बच्चा
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,7.233,7.313,रो
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,7.333,7.474,रहा
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,7.514,7.654,है
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,7.675,7.815,और
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,7.855,8.137,एक
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,8.157,8.438,बच्चा
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,8.458,8.538,शांत
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,8.559,8.82,बैठा
datasets\Corpus\adult\audio\test_split\AD13072.wav,hi,8.84,8.9,है
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,0.0,0.264,یا
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,0.285,0.427,اس
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,0.447,0.488,کا
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,0.508,0.793,آج
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,0.813,1.057,برڈے
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.077,1.22,ہے
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.24,1.341,تو
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.362,1.565,کافی
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.585,1.728,خوش
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.748,1.829,ہے
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,1.85,1.992,وہ
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,2.012,2.52,بچہ
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,2.5,2.873,کافی
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,2.893,3.059,خوش
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,3.08,3.162,نظر
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,3.183,3.411,آرہا
datasets\Corpus\adult\audio\test_split\AD13079.wav,other,3.473,3.701,ہے
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,0.0,0.631,अपनापन
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,0.651,0.854,जो
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,0.875,1.383,फ्रेंड्स
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,1.404,1.526,के
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,1.546,1.668,बीच
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,1.689,1.79,में
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,1.811,2.279,होता
datasets\Corpus\adult\audio\test_split\AD15004.wav,hi,2.299,2.38,है
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,0.0,0.607,रोमांटिक
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,0.628,1.174,पार्ट
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,1.215,1.377,भी
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,1.417,1.62,"है,"
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,1.64,2.025,मतलब
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,2.085,2.166,इतिस
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,2.187,2.409,वेरी
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,2.429,2.996,ब्यूटिफुल
datasets\Corpus\adult\audio\test_split\AD15008.wav,hi,3.017,3.32,शोओ
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,0.0,0.243,آپ
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,0.263,0.486,نے
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,0.507,0.649,میو
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,0.669,1.642,شوٹنگز
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,1.703,1.784,اگر
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,1.804,2.29,سنا
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,2.311,3.04,ہے
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,3.02,3.527,تو
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,3.548,3.751,سارے
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,3.771,4.278,جتنے
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,4.299,4.522,بھی
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,4.563,4.847,یانز
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,4.867,5.273,ہو
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,5.293,5.78,گئے
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,5.76,5.942,یا
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,5.963,6.449,پھر
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,6.469,7.522,شوٹنگز
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,7.603,8.089,شرٹنگز
datasets\Corpus\adult\audio\test_split\AD15014.wav,other,8.109,8.98,کپڑے
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,0.0,0.182,तो
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,0.202,0.283,आप
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,0.303,0.485,यह
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,0.505,1.051,खरीद
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,1.071,1.313,सकते
datasets\Corpus\adult\audio\test_split\AD15018.wav,hi,1.334,3.92,हैं
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,0.0,0.242,it
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,0.303,0.384,is
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,0.404,0.444,a
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,0.505,1.111,complete
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,1.293,1.414,you
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,1.454,1.596,know
datasets\Corpus\adult\audio\test_split\AD15021.wav,en,1.616,2.666,nutritions
